date,open,high,low,close,adj_close,volume,source,mvrv,market_cap_usd,realized_cap_usd
2017-06-30,2452.71206428989,2452.71206428989,2452.71206428989,2452.71206428989,2452.71206428989,436453563.828495,coinmetrics-community,2.7235698,40273068762.93179,
2017-07-01,2412.3662131502,2412.3662131502,2412.3662131502,2412.3662131502,2412.3662131502,413727646.478469,coinmetrics-community,2.67604439,39615542859.298134,
2017-07-02,2518.8721873758,2518.8721873758,2518.8721873758,2518.8721873758,2518.8721873758,407216555.829325,coinmetrics-community,2.78455696,41370488523.31204,
2017-07-03,2551.92743173583,2551.92743173583,2551.92743173583,2551.92743173583,2551.92743173583,497918915.918013,coinmetrics-community,2.8067694,41918817680.22455,
2017-07-04,2599.74474991233,2599.74474991233,2599.74474991233,2599.74474991233,2599.74474991233,548147864.317195,coinmetrics-community,2.84851858,42709253031.520996,
2017-07-05,2608.10489117475,2608.10489117475,2608.10489117475,2608.10489117475,2608.10489117475,499129387.051444,coinmetrics-community,2.84213614,42851453105.791214,
2017-07-06,2603.19547369959,2603.19547369959,2603.19547369959,2603.19547369959,2603.19547369959,390694499.651506,coinmetrics-community,2.82784137,42775411503.2349,
2017-07-07,2495.78092220923,2495.78092220923,2495.78092220923,2495.78092220923,2495.78092220923,489579837.958742,coinmetrics-community,2.70091753,41015005023.054794,
2017-07-08,2553.4941581239,2553.4941581239,2553.4941581239,2553.4941581239,2553.4941581239,415645524.470462,coinmetrics-community,2.7563821,41968715692.885605,
2017-07-09,2506.17321355932,2506.17321355932,2506.17321355932,2506.17321355932,2506.17321355932,264520566.95336,coinmetrics-community,2.70314378,41195281327.55585,
2017-07-10,2319.36689736996,2319.36689736996,2319.36689736996,2319.36689736996,2319.36689736996,655176361.927883,coinmetrics-community,2.50667922,38130359538.742516,
2017-07-11,2319.16744061952,2319.16744061952,2319.16744061952,2319.16744061952,2319.16744061952,809719500.020052,coinmetrics-community,2.5040635,38132095672.12927,
2017-07-12,2374.88626645237,2374.88626645237,2374.88626645237,2374.88626645237,2374.88626645237,630836774.195396,coinmetrics-community,2.5607933,39053487321.79894,
2017-07-13,2343.73834824664,2343.73834824664,2343.73834824664,2343.73834824664,2343.73834824664,487393716.465514,coinmetrics-community,2.52324473,38545879294.01802,
2017-07-14,2214.82523728814,2214.82523728814,2214.82523728814,2214.82523728814,2214.82523728814,483119826.844463,coinmetrics-community,2.38547763,36429580814.58528,
2017-07-15,1989.63319023963,1989.63319023963,1989.63319023963,1989.63319023963,1989.63319023963,573039004.941278,coinmetrics-community,2.15162881,32728766809.625706,
2017-07-16,1910.74954161309,1910.74954161309,1910.74954161309,1910.74954161309,1910.74954161309,751163877.713871,coinmetrics-community,2.0725336,31435051662.128307,
2017-07-17,2215.74629614261,2215.74629614261,2215.74629614261,2215.74629614261,2215.74629614261,660953452.920236,coinmetrics-community,2.38704005,36456861657.865685,
2017-07-18,2303.7611458796,2303.7611458796,2303.7611458796,2303.7611458796,2303.7611458796,891188853.53074,coinmetrics-community,2.47286929,37909768672.15024,
2017-07-19,2257.06523588545,2257.06523588545,2257.06523588545,2257.06523588545,2257.06523588545,711538774.861668,coinmetrics-community,2.41800668,37145563305.32494,
2017-07-20,2823.89792635885,2823.89792635885,2823.89792635885,2823.89792635885,2823.89792635885,1221725362.71128,coinmetrics-community,2.98008325,46479908648.678116,
2017-07-21,2666.1397182934,2666.1397182934,2666.1397182934,2666.1397182934,2666.1397182934,905016721.63959,coinmetrics-community,2.80324324,43888421935.82964,
2017-07-22,2829.75405496786,2829.75405496786,2829.75405496786,2829.75405496786,2829.75405496786,626470216.977315,coinmetrics-community,2.956705,46587404300.74615,
2017-07-23,2753.24386493279,2753.24386493279,2753.24386493279,2753.24386493279,2753.24386493279,571004797.795848,coinmetrics-community,2.86830102,45333705063.658104,
2017-07-24,2755.1595242256,2755.1595242256,2755.1595242256,2755.1595242256,2755.1595242256,432766998.904666,coinmetrics-community,2.8571688,45371377698.71976,
2017-07-25,2558.69299894798,2558.69299894798,2558.69299894798,2558.69299894798,2558.69299894798,844294774.013697,coinmetrics-community,2.63175728,42140742567.94084,
2017-07-26,2522.32464628872,2522.32464628872,2522.32464628872,2522.32464628872,2522.32464628872,529970980.254389,coinmetrics-community,2.58755545,41546403805.85626,
2017-07-27,2665.14754649328,2665.14754649328,2665.14754649328,2665.14754649328,2665.14754649328,460851654.556444,coinmetrics-community,2.70895213,43904037844.165405,
2017-07-28,2793.83348486265,2793.83348486265,2793.83348486265,2793.83348486265,2793.83348486265,826624231.937704,coinmetrics-community,2.77596935,46029171038.01704,
2017-07-29,2706.4507654588,2706.4507654588,2706.4507654588,2706.4507654588,2706.4507654588,512289061.78389,coinmetrics-community,2.65045335,44594828238.11444,
2017-07-30,2749.3845277031,2749.3845277031,2749.3845277031,2749.3845277031,2749.3845277031,446284248.329076,coinmetrics-community,2.63429117,45307309969.06875,
2017-07-31,2862.61129088252,2862.61129088252,2862.61129088252,2862.61129088252,2862.61129088252,513068612.298079,coinmetrics-community,2.66440296,47178370615.22996,
2017-08-01,2727.38918199883,2727.38918199883,2727.38918199883,2727.38918199883,2727.38918199883,753834053.491761,coinmetrics-community,2.51234417,44954870203.73565,
2017-08-02,2690.14567197545,2690.14567197545,2690.14567197545,2690.14567197545,2690.14567197545,461742756.642292,coinmetrics-community,2.45667542,44346106068.054535,
2017-08-03,2789.74631244886,2789.74631244886,2789.74631244886,2789.74631244886,2789.74631244886,367455080.141599,coinmetrics-community,2.51633659,45992799938.31519,
2017-08-04,2860.27284324956,2860.27284324956,2860.27284324956,2860.27284324956,2860.27284324956,479954173.824682,coinmetrics-community,2.52690325,47161926533.840645,
2017-08-05,3237.42336329632,3237.42336329632,3237.42336329632,3237.42336329632,3237.42336329632,997212821.343995,coinmetrics-community,2.8058202,53387777581.820465,
2017-08-06,3230.11670894214,3230.11670894214,3230.11670894214,3230.11670894214,3230.11670894214,503868572.513963,coinmetrics-community,2.74360243,53272937538.04711,
2017-08-07,3392.56241864407,3392.56241864407,3392.56241864407,3392.56241864407,3392.56241864407,640934384.655932,coinmetrics-community,2.8173808,55958573635.89146,
2017-08-08,3425.67661659848,3425.67661659848,3425.67661659848,3425.67661659848,3425.67661659848,884861179.34063,coinmetrics-community,2.79701154,56511797950.61418,
2017-08-09,3347.21543161894,3347.21543161894,3347.21543161894,3347.21543161894,3347.21543161894,781124965.582267,coinmetrics-community,2.70304955,55223234127.2744,
2017-08-10,3437.03215546464,3437.03215546464,3437.03215546464,3437.03215546464,3437.03215546464,572648471.238559,coinmetrics-community,2.74911842,56710810916.71009,
2017-08-11,3660.52053728813,3660.52053728813,3660.52053728813,3660.52053728813,3660.52053728813,787886167.140635,coinmetrics-community,2.89608699,60404943871.39993,
2017-08-12,3871.08240619521,3871.08240619521,3871.08240619521,3871.08240619521,3871.08240619521,1031068507.36802,coinmetrics-community,3.02040239,63886112715.032646,
2017-08-13,4063.80105271771,4063.80105271771,4063.80105271771,4063.80105271771,4063.80105271771,1633648563.42663,coinmetrics-community,3.12865374,67074148204.91928,
2017-08-14,4304.60393120982,4304.60393120982,4304.60393120982,4304.60393120982,4304.60393120982,1185945933.59295,coinmetrics-community,3.25544228,71055660577.93753,
2017-08-15,4160.0305458796,4160.0305458796,4160.0305458796,4160.0305458796,4160.0305458796,1719777834.04504,coinmetrics-community,3.11536106,68677106425.0005,
2017-08-16,4364.67857463472,4364.67857463472,4364.67857463472,4364.67857463472,4364.67857463472,1048949624.32786,coinmetrics-community,3.22936466,72062692116.97246,
2017-08-17,4308.51686142607,4308.51686142607,4308.51686142607,4308.51686142607,4308.51686142607,1099396333.24016,coinmetrics-community,3.14349195,71145078748.63457,
2017-08-18,4108.50716218586,4108.50716218586,4108.50716218586,4108.50716218586,4108.50716218586,1323093423.68685,coinmetrics-community,2.97541172,67850038464.24486,
2017-08-19,4160.33245686733,4160.33245686733,4160.33245686733,4160.33245686733,4160.33245686733,1254516232.51436,coinmetrics-community,2.97749577,68713761143.51765,
2017-08-20,4085.8103943308,4085.8103943308,4085.8103943308,4085.8103943308,4085.8103943308,799192360.921864,coinmetrics-community,2.88932289,67489563565.01475,
2017-08-21,3992.62603524255,3992.62603524255,3992.62603524255,3992.62603524255,3992.62603524255,1294446221.82627,coinmetrics-community,2.8086644,65956080358.16499,
2017-08-22,4074.33046125073,4074.33046125073,4074.33046125073,4074.33046125073,4074.33046125073,1510534487.98017,coinmetrics-community,2.84203031,67310327158.72248,
2017-08-23,4146.9153452367,4146.9153452367,4146.9153452367,4146.9153452367,4146.9153452367,1215576016.53246,coinmetrics-community,2.86484514,68517713977.949295,
2017-08-24,4325.81642799532,4325.81642799532,4325.81642799532,4325.81642799532,4325.81642799532,1002575715.89157,coinmetrics-community,2.96780825,71479081623.50027,
2017-08-25,4353.13177255991,4353.13177255991,4353.13177255991,4353.13177255991,4353.13177255991,866327422.74072,coinmetrics-community,2.96751747,71935931728.76527,
2017-08-26,4341.97871677382,4341.97871677382,4341.97871677382,4341.97871677382,4341.97871677382,783260987.724608,coinmetrics-community,2.94348577,71757325229.35551,
2017-08-27,4344.90344476914,4344.90344476914,4344.90344476914,4344.90344476914,4344.90344476914,708047735.401475,coinmetrics-community,2.93116239,71814078736.96461,
2017-08-28,4379.76392068966,4379.76392068966,4379.76392068966,4379.76392068966,4379.76392068966,978890864.58762,coinmetrics-community,2.93365297,72397327204.41,
2017-08-29,4600.45683097604,4600.45683097604,4600.45683097604,4600.45683097604,4600.45683097604,1072298591.98807,coinmetrics-community,3.03875355,76053940775.73611,
2017-08-30,4586.63273670368,4586.63273670368,4586.63273670368,4586.63273670368,4586.63273670368,800894735.436105,coinmetrics-community,3.00669499,75835035216.64296,
2017-08-31,4740.35621770894,4740.35621770894,4740.35621770894,4740.35621770894,4740.35621770894,856990633.279669,coinmetrics-community,3.06677185,78386345981.646,
2017-09-01,4918.16624488603,4918.16624488603,4918.16624488603,4918.16624488603,4918.16624488603,1246122053.3132,coinmetrics-community,3.14249768,81337302684.4743,
2017-09-02,4595.02001782583,4595.02001782583,4595.02001782583,4595.02001782583,4595.02001782583,1435531148.25576,coinmetrics-community,2.91990917,76002486194.54489,
2017-09-03,4625.296314436,4625.296314436,4625.296314436,4625.296314436,4625.296314436,954764546.520403,coinmetrics-community,2.92473488,76512165470.08018,
2017-09-04,4374.75349649328,4374.75349649328,4374.75349649328,4374.75349649328,4374.75349649328,1522119470.05723,coinmetrics-community,2.75162247,72377228115.3783,
2017-09-05,4454.05253769725,4454.05253769725,4454.05253769725,4454.05253769725,4454.05253769725,1205647974.48916,coinmetrics-community,2.78742564,73700143235.54442,
